,name,y_true,y_pred
436,GCN,1,2
437,GCN,3,2
438,GCN,2,2
439,GCN,2,1
440,GCN,2,2
441,GCN,1,2
442,GCN,3,2
443,GCN,3,3
444,GCN,3,3
445,GCN,3,3
446,GCN,3,2
447,GCN,1,1
448,GCN,2,1
449,GCN,1,1
450,GCN,1,1
451,GCN,2,2
452,GCN,2,1
453,GCN,3,1
454,GCN,2,2
455,GCN,3,1
456,GCN,1,1
457,GCN,1,3
458,GCN,1,2
459,GCN,1,1
460,GCN,2,2
461,GCN,3,1
462,GCN,2,2
463,GCN,1,2
464,GCN,2,2
465,GCN,2,1
466,GCN,2,1
467,GCN,5,2
468,GCN,2,1
469,GCN,5,2
470,GCN,2,2
471,GCN,2,2
472,GCN,2,1
473,GCN,2,1
474,GCN,2,2
475,GCN,1,2
476,GCN,1,2
477,GCN,2,1
478,GCN,1,1
479,GCN,2,1
480,GCN,3,1
481,GCN,3,1
482,GCN,1,1
483,GCN,2,2
484,GCN,1,1
485,GCN,2,1
486,GCN,3,1
487,GCN,2,1
488,GCN,3,3
489,GCN,5,1
490,GCN,1,2
491,GCN,2,1
492,GCN,2,1
493,GCN,2,1
494,GCN,3,2
495,GCN,4,3
496,GCN,1,1
497,GCN,1,1
498,GCN,5,1
499,GCN,1,1
500,GCN,3,2
501,GCN,2,1
502,GCN,1,2
503,GCN,1,1
504,GCN,2,3
505,GCN,2,2
506,GCN,1,2
507,GCN,1,2
508,GCN,2,1
509,GCN,1,1
510,GCN,1,1
511,GCN,5,2
512,GCN,2,2
513,GCN,1,1
514,GCN,4,3
515,GCN,3,3
516,GCN,5,2
517,GCN,5,2
518,GCN,5,1
519,GCN,1,3
520,GCN,2,1
521,GCN,2,2
522,GCN,1,1
523,GCN,2,2
524,GCN,4,2
525,GCN,2,1
526,GCN,5,2
527,GCN,3,2
528,GCN,1,3
529,GCN,3,1
530,GCN,5,2
531,GCN,1,2
532,GCN,4,3
533,GCN,1,1
534,GCN,1,2
535,GCN,1,2
536,GCN,2,1
537,GCN,2,1
538,GCN,1,2
539,GCN,3,1
540,GCN,2,2
541,GCN,1,2
542,GCN,1,2
543,GCN,1,1
544,GCN,1,1
545,GCN,1,1
546,GCN,3,1
547,GCN,3,2
548,GCN,1,1
549,GCN,1,1
550,GCN,2,2
551,GCN,3,1
552,GCN,3,1
553,GCN,1,2
554,GCN,2,1
555,GCN,3,1
556,GCN,2,1
557,GCN,5,2
558,GCN,1,2
559,GCN,3,1
560,GCN,5,2
561,GCN,2,2
562,GCN,1,1
563,GCN,2,2
564,GCN,3,1
565,GCN,5,2
566,GCN,2,2
567,GCN,1,1
568,GCN,2,2
569,GCN,3,2
570,GCN,4,1
571,GCN,3,2
572,GCN,1,2
573,GCN,1,1
574,GCN,3,3
575,GCN,1,3
576,GCN,1,1
577,GCN,1,1
578,GCN,1,1
579,GCN,1,1
580,GCN,2,2
581,GCN,1,3
582,GCN,1,3
583,GCN,1,1
584,GCN,1,2
585,GCN,4,1
586,GCN,3,1
587,GCN,1,1
588,GCN,3,1
589,GCN,4,1
590,GCN,1,1
591,GCN,1,2
592,GCN,1,1
593,GCN,1,1
594,GCN,5,1
595,GCN,2,2
596,GCN,1,1
597,GCN,3,2
598,GCN,1,1
599,GCN,2,1
600,GCN,2,1
601,GCN,2,1
602,GCN,2,1
603,GCN,5,1
604,GCN,4,1
605,GCN,1,1
606,GCN,2,1
607,GCN,2,1
608,GCN,1,1
609,GCN,1,1
610,GCN,2,2
611,GCN,1,1
612,GCN,1,1
613,GCN,3,2
614,GCN,1,1
615,GCN,4,1
616,GCN,2,1
617,GCN,3,1
618,GCN,2,1
619,GCN,4,1
620,GCN,2,1
621,GCN,2,1
622,GCN,4,1
623,GCN,1,2
624,GCN,1,1
625,GCN,2,2
626,GCN,4,1
627,GCN,5,2
628,GCN,1,2
629,GCN,1,1
630,GCN,4,2
631,GCN,3,1
632,GCN,1,1
633,GCN,4,1
634,GCN,4,2
635,GCN,1,1
636,GCN,1,2
637,GCN,2,1
638,GCN,4,1
639,GCN,2,1
640,GCN,3,1
641,GCN,1,1
642,GCN,1,2
643,GCN,2,1
644,GCN,1,1
645,GCN,2,1
646,GCN,1,1
647,GCN,2,2
648,GCN,2,1
649,GCN,2,2
650,GCN,1,1
651,GCN,1,2
652,GCN,4,1
653,GCN,1,2
654,GCN,3,1
655,GCN,4,2
656,GCN,3,1
657,GCN,3,1
658,GCN,4,1
659,GCN,3,1
660,GCN,1,1
661,GCN,2,2
662,GCN,1,2
663,GCN,4,2
664,GCN,2,2
665,GCN,1,1
666,GCN,2,1
667,GCN,1,2
668,GCN,1,2
669,GCN,1,1
670,GCN,3,2
671,GCN,3,1
672,GCN,2,1
673,GCN,1,1
674,GCN,2,2
675,GCN,5,1
676,GCN,5,1
677,GCN,2,2
678,GCN,1,1
679,GCN,1,1
680,GCN,2,1
681,GCN,3,2
682,GCN,2,2
683,GCN,3,1
684,GCN,1,1
685,GCN,1,1
686,GCN,2,1
687,GCN,1,2
688,GCN,2,1
689,GCN,2,2
690,GCN,1,1
691,GCN,2,2
692,GCN,1,1
693,GCN,1,1
694,GCN,5,1
695,GCN,1,2
696,GCN,1,1
697,GCN,2,1
698,GCN,2,1
699,GCN,3,1
700,GCN,1,1
701,GCN,3,1
702,GCN,2,1
703,GCN,5,1
704,GCN,1,1
705,GCN,2,1
706,GCN,6,2
707,GCN,3,1
708,GCN,2,1
709,GCN,6,1
710,GCN,2,2
711,GCN,3,1
712,GCN,2,1
713,GCN,2,2
714,GCN,1,1
715,GCN,4,1
716,GCN,3,2
717,GCN,1,1
718,GCN,2,1
719,GCN,4,1
720,GCN,3,1
721,GCN,1,1
722,GCN,2,2
723,GCN,2,1
724,GCN,3,2
725,GCN,2,1
726,GCN,2,1
727,GCN,2,1
728,GCN,2,1
729,GCN,2,2
730,GCN,1,1
731,GCN,3,2
732,GCN,2,1
733,GCN,2,1
734,GCN,2,2
735,GCN,1,2
736,GCN,3,1
737,GCN,3,1
738,GCN,3,1
739,GCN,3,1
740,GCN,3,1
741,GCN,1,2
742,GCN,2,1
743,GCN,1,2
744,GCN,1,2
745,GCN,2,1
746,GCN,2,1
747,GCN,3,2
748,GCN,2,2
749,GCN,3,2
750,GCN,1,1
751,GCN,1,1
752,GCN,1,2
753,GCN,1,2
754,GCN,2,2
755,GCN,3,1
756,GCN,2,1
757,GCN,1,2
758,GCN,2,1
759,GCN,2,2
760,GCN,2,1
761,GCN,5,1
762,GCN,2,1
763,GCN,5,2
764,GCN,2,2
765,GCN,2,1
766,GCN,2,1
767,GCN,2,1
768,GCN,2,2
769,GCN,1,1
770,GCN,1,1
771,GCN,2,2
772,GCN,1,1
773,GCN,2,2
774,GCN,3,1
775,GCN,3,1
776,GCN,1,1
777,GCN,2,2
778,GCN,1,1
779,GCN,2,1
780,GCN,3,1
781,GCN,2,1
782,GCN,3,1
783,GCN,5,2
784,GCN,1,1
785,GCN,2,1
786,GCN,2,1
787,GCN,2,1
788,GCN,3,1
789,GCN,4,1
790,GCN,1,2
791,GCN,1,1
792,GCN,5,1
793,GCN,1,1
794,GCN,3,1
795,GCN,2,1
796,GCN,1,2
797,GCN,1,1
798,GCN,2,1
799,GCN,2,2
800,GCN,1,2
801,GCN,1,2
802,GCN,2,1
803,GCN,1,1
804,GCN,1,2
805,GCN,5,2
806,GCN,2,2
807,GCN,1,1
808,GCN,4,2
809,GCN,3,1
810,GCN,5,1
811,GCN,5,1
812,GCN,5,1
813,GCN,1,1
814,GCN,2,1
815,GCN,2,1
816,GCN,1,1
817,GCN,2,1
818,GCN,4,2
819,GCN,2,1
820,GCN,5,1
821,GCN,3,2
822,GCN,1,2
823,GCN,3,1
824,GCN,5,2
825,GCN,1,1
826,GCN,4,1
827,GCN,1,1
828,GCN,1,1
829,GCN,1,1
830,GCN,2,1
831,GCN,2,2
832,GCN,1,2
833,GCN,3,1
834,GCN,2,2
835,GCN,1,1
836,GCN,1,2
837,GCN,1,1
838,GCN,1,1
839,GCN,1,1
840,GCN,3,1
841,GCN,3,2
842,GCN,1,1
843,GCN,1,1
844,GCN,2,1
845,GCN,3,1
846,GCN,3,1
847,GCN,1,2
848,GCN,2,1
849,GCN,3,1
850,GCN,2,1
851,GCN,5,1
852,GCN,1,1
853,GCN,3,1
854,GCN,5,1
855,GCN,2,1
856,GCN,1,2
857,GCN,2,1
858,GCN,3,1
859,GCN,5,2
860,GCN,2,1
861,GCN,1,1
862,GCN,2,2
863,GCN,3,2
864,GCN,4,2
865,GCN,3,2
866,GCN,1,1
867,GCN,1,1
868,GCN,3,1
869,GCN,1,1
870,GCN,1,2
871,GCN,1,1
872,GCN,1,2
873,GCN,1,1
874,GCN,2,1
875,GCN,1,1
876,GCN,1,1
877,GCN,1,2
878,GCN,1,1
879,GCN,4,1
880,GCN,3,2
881,GCN,1,2
882,GCN,3,1
883,GCN,4,1
884,GCN,1,1
885,GCN,1,2
886,GCN,1,1
887,GCN,1,1
888,GCN,5,1
889,GCN,2,2
890,GCN,1,1
891,GCN,3,2
892,GCN,1,1
893,GCN,2,2
894,GCN,2,1
895,GCN,2,1
896,GCN,2,1
897,GCN,5,1
898,GCN,4,1
899,GCN,1,1
900,GCN,2,1
901,GCN,2,1
902,GCN,1,1
903,GCN,1,1
904,GCN,2,2
905,GCN,1,1
906,GCN,1,1
907,GCN,3,2
908,GCN,1,2
909,GCN,4,1
910,GCN,2,1
911,GCN,3,1
912,GCN,2,1
913,GCN,4,1
914,GCN,2,1
915,GCN,2,1
916,GCN,4,1
917,GCN,1,2
918,GCN,1,1
919,GCN,2,2
920,GCN,4,1
921,GCN,5,2
922,GCN,1,2
923,GCN,1,1
924,GCN,4,2
925,GCN,3,1
926,GCN,1,1
927,GCN,4,1
928,GCN,4,2
929,GCN,1,1
930,GCN,1,2
931,GCN,2,1
932,GCN,4,1
933,GCN,2,1
934,GCN,3,1
935,GCN,1,1
936,GCN,1,2
937,GCN,2,1
938,GCN,1,1
939,GCN,2,2
940,GCN,1,1
941,GCN,2,2
942,GCN,2,1
943,GCN,2,2
944,GCN,1,1
945,GCN,1,2
946,GCN,4,1
947,GCN,1,2
948,GCN,3,2
949,GCN,4,2
950,GCN,3,1
951,GCN,3,1
952,GCN,4,1
953,GCN,3,1
954,GCN,1,1
955,GCN,2,2
956,GCN,1,2
957,GCN,4,2
958,GCN,2,2
959,GCN,1,2
960,GCN,2,1
961,GCN,1,1
962,GCN,1,2
963,GCN,1,1
964,GCN,3,2
965,GCN,3,1
966,GCN,2,1
967,GCN,1,1
968,GCN,2,2
969,GCN,5,1
970,GCN,5,1
971,GCN,2,2
972,GCN,1,1
973,GCN,1,1
974,GCN,2,1
975,GCN,3,1
976,GCN,2,2
977,GCN,3,1
978,GCN,1,1
979,GCN,1,1
980,GCN,2,2
981,GCN,1,2
982,GCN,2,1
983,GCN,2,2
984,GCN,1,1
985,GCN,2,2
986,GCN,1,1
987,GCN,1,1
988,GCN,5,1
989,GCN,1,2
990,GCN,1,1
991,GCN,2,1
992,GCN,2,1
993,GCN,3,1
994,GCN,1,1
995,GCN,3,1
996,GCN,2,1
997,GCN,5,1
998,GCN,1,1
999,GCN,2,1
1000,GCN,6,2
1001,GCN,3,1
1002,GCN,2,1
1003,GCN,6,1
1004,GCN,2,2
1005,GCN,3,1
1006,GCN,2,1
1007,GCN,2,2
1008,GCN,1,1
1009,GCN,4,1
1010,GCN,3,1
1011,GCN,1,1
1012,GCN,2,1
1013,GCN,4,1
1014,GCN,3,1
1015,GCN,1,1
1016,GCN,2,2
1017,GCN,2,1
1018,GCN,3,2
1019,GCN,2,1
1020,GCN,2,1
1021,GCN,2,1
1022,GCN,2,1
1023,GCN,2,2
1024,GCN,1,1
1025,GCN,3,2
1026,GCN,2,1
1027,GCN,2,1
1028,GCN,2,2
1029,GCN,1,2
1030,GCN,3,1
1031,GCN,3,1
1032,GCN,3,1
1033,GCN,3,1
1034,GCN,3,1
1035,GCN,1,1
1036,GCN,2,1
1037,GCN,1,2
1038,GCN,1,2
1039,GCN,2,1
1040,GCN,2,1
1041,GCN,3,2
1042,GCN,2,2
1043,GCN,3,2
1044,GCN,1,1
1045,GCN,1,1
1046,GCN,1,2
1047,GCN,1,2
1048,GCN,2,2
1049,GCN,3,1
1050,GCN,2,1
1051,GCN,1,2
1052,GCN,2,1
1053,GCN,2,1
1054,GCN,2,2
1055,GCN,5,1
1056,GCN,2,1
1057,GCN,5,2
1058,GCN,2,2
1059,GCN,2,1
1060,GCN,2,1
1061,GCN,2,1
1062,GCN,2,2
1063,GCN,1,1
1064,GCN,1,1
1065,GCN,2,1
1066,GCN,1,1
1067,GCN,2,1
1068,GCN,3,1
1069,GCN,3,1
1070,GCN,1,1
1071,GCN,2,2
1072,GCN,1,1
1073,GCN,2,1
1074,GCN,3,1
1075,GCN,2,1
1076,GCN,3,1
1077,GCN,5,2
1078,GCN,1,1
1079,GCN,2,1
1080,GCN,2,1
1081,GCN,2,1
1082,GCN,3,2
1083,GCN,4,1
1084,GCN,1,1
1085,GCN,1,1
1086,GCN,5,1
1087,GCN,1,1
1088,GCN,3,1
1089,GCN,2,1
1090,GCN,1,2
1091,GCN,1,1
1092,GCN,2,1
1093,GCN,2,2
1094,GCN,1,2
1095,GCN,1,2
1096,GCN,2,1
1097,GCN,1,1
1098,GCN,1,2
1099,GCN,5,2
1100,GCN,2,2
1101,GCN,1,1
1102,GCN,4,1
1103,GCN,3,1
1104,GCN,5,1
1105,GCN,5,1
1106,GCN,5,2
1107,GCN,1,1
1108,GCN,2,1
1109,GCN,2,1
1110,GCN,1,1
1111,GCN,2,2
1112,GCN,4,2
1113,GCN,2,2
1114,GCN,5,1
1115,GCN,3,2
1116,GCN,1,2
1117,GCN,3,1
1118,GCN,5,2
1119,GCN,1,1
1120,GCN,4,1
1121,GCN,1,1
1122,GCN,1,1
1123,GCN,1,2
1124,GCN,2,1
1125,GCN,2,2
1126,GCN,1,1
1127,GCN,3,1
1128,GCN,2,2
1129,GCN,1,1
1130,GCN,1,2
1131,GCN,1,1
1132,GCN,1,1
1133,GCN,1,1
1134,GCN,3,1
1135,GCN,3,2
1136,GCN,1,1
1137,GCN,1,1
1138,GCN,2,1
1139,GCN,3,1
1140,GCN,3,1
1141,GCN,1,2
1142,GCN,2,1
1143,GCN,3,1
1144,GCN,2,1
1145,GCN,5,2
1146,GCN,1,1
1147,GCN,3,1
1148,GCN,5,1
1149,GCN,2,1
1150,GCN,1,2
1151,GCN,2,1
1152,GCN,3,1
1153,GCN,5,2
1154,GCN,2,2
1155,GCN,1,1
1156,GCN,2,2
1157,GCN,3,2
1158,GCN,4,2
1159,GCN,3,2
1160,GCN,1,1
1161,GCN,1,1
1162,GCN,3,1
1163,GCN,1,1
1164,GCN,1,2
1165,GCN,1,1
1166,GCN,1,1
1167,GCN,1,1
1168,GCN,2,2
1169,GCN,1,1
1170,GCN,1,1
1171,GCN,1,2
1172,GCN,1,1
1173,GCN,4,1
1174,GCN,3,2
1175,GCN,1,2
1176,GCN,3,1
1177,GCN,4,1
1178,GCN,1,1
1179,GCN,1,1
1180,GCN,1,1
1181,GCN,1,1
1182,GCN,5,1
1183,GCN,2,1
1184,GCN,1,1
1185,GCN,3,2
1186,GCN,1,1
1187,GCN,2,1
1188,GCN,2,1
1189,GCN,2,1
1190,GCN,2,1
1191,GCN,5,1
1192,GCN,4,1
1193,GCN,1,1
1194,GCN,2,1
1195,GCN,2,1
1196,GCN,1,1
1197,GCN,1,1
1198,GCN,2,2
1199,GCN,1,1
1200,GCN,1,1
1201,GCN,3,2
1202,GCN,1,1
1203,GCN,4,1
1204,GCN,2,1
1205,GCN,3,1
1206,GCN,2,1
1207,GCN,4,1
1208,GCN,2,1
1209,GCN,2,2
1210,GCN,4,1
1211,GCN,1,2
1212,GCN,1,1
1213,GCN,2,2
1214,GCN,4,1
1215,GCN,5,2
1216,GCN,1,2
1217,GCN,1,1
1218,GCN,4,2
1219,GCN,3,1
1220,GCN,1,2
1221,GCN,4,1
1222,GCN,4,2
1223,GCN,1,1
1224,GCN,1,2
1225,GCN,2,1
1226,GCN,4,1
1227,GCN,2,1
1228,GCN,3,1
1229,GCN,1,1
1230,GCN,1,2
1231,GCN,2,1
1232,GCN,1,1
1233,GCN,2,1
1234,GCN,1,1
1235,GCN,2,2
1236,GCN,2,1
1237,GCN,2,2
1238,GCN,1,1
1239,GCN,1,2
1240,GCN,4,1
1241,GCN,1,2
1242,GCN,3,1
1243,GCN,4,2
1244,GCN,3,1
1245,GCN,3,1
1246,GCN,4,2
1247,GCN,3,1
1248,GCN,1,1
1249,GCN,2,1
1250,GCN,1,2
1251,GCN,4,2
1252,GCN,2,2
1253,GCN,1,1
1254,GCN,2,1
1255,GCN,1,2
1256,GCN,1,2
1257,GCN,1,2
1258,GCN,3,1
1259,GCN,3,1
1260,GCN,2,1
1261,GCN,1,1
1262,GCN,2,2
1263,GCN,5,1
1264,GCN,5,1
1265,GCN,2,2
1266,GCN,1,1
1267,GCN,1,1
1268,GCN,2,1
1269,GCN,3,2
1270,GCN,2,2
1271,GCN,3,1
1272,GCN,1,1
1273,GCN,1,1
1274,GCN,2,1
1275,GCN,1,2
1276,GCN,2,1
1277,GCN,2,2
1278,GCN,1,1
1279,GCN,2,2
1280,GCN,1,1
1281,GCN,1,1
1282,GCN,5,1
1283,GCN,1,2
1284,GCN,1,1
1285,GCN,2,1
1286,GCN,2,1
1287,GCN,3,2
1288,GCN,1,1
1289,GCN,3,1
1290,GCN,2,1
1291,GCN,5,1
1292,GCN,1,1
1293,GCN,2,1
1294,GCN,6,1
1295,GCN,3,1
1296,GCN,2,1
1297,GCN,6,1
1298,GCN,2,2
1299,GCN,3,1
1300,GCN,2,1
1301,GCN,2,2
1302,GCN,1,1
1303,GCN,4,1
1304,GCN,3,2
1305,GCN,1,1
1306,GCN,2,1
1307,GCN,4,1
1308,GCN,3,1
1309,GCN,1,1
1310,GCN,2,2
1311,GCN,2,1
1312,GCN,3,1
1313,GCN,2,1
1314,GCN,2,1
1315,GCN,2,1
1316,GCN,2,1
1317,GCN,2,2
1318,GCN,1,1
1319,GCN,3,2
1320,GCN,2,1
1321,GCN,2,1
1322,GCN,2,2
1323,GCN,1,2
1324,GCN,3,1
1325,GCN,3,1
1326,GCN,3,1
1327,GCN,3,1
1328,GCN,3,1
1329,GCN,1,1
1330,GCN,2,1
1331,GCN,1,2
1332,GCN,1,2
1333,GCN,2,1
1334,GCN,2,1
1335,GCN,3,2
1336,GCN,2,2
1337,GCN,3,2
1338,GCN,1,1
1339,GCN,1,1
1340,GCN,1,2
1341,GCN,1,2
1342,GCN,2,2
1343,GCN,3,1
1344,GCN,2,1
1345,GCN,1,2
1346,GCN,2,1
1347,GCN,2,1
1348,GCN,2,1
1349,GCN,5,1
1350,GCN,2,1
1351,GCN,5,2
1352,GCN,2,2
1353,GCN,2,1
1354,GCN,2,1
1355,GCN,2,1
1356,GCN,2,1
1357,GCN,1,1
1358,GCN,1,1
1359,GCN,2,1
1360,GCN,1,1
